"Species","mass_gm","source"
"Stachyris ambigua",9.7,"combined: BirdLife, eBird, BirdTree"
"Stachyris capitalis",14.9,"combined: BirdLife, eBird, BirdTree"
"Stachyris chrysaea",9,"combined: BirdLife, eBird, BirdTree"
"Stachyris dennistouni",15.7,"combined: BirdLife, eBird, BirdTree"
"Stachyris erythroptera",12.6,"combined: BirdLife, eBird, BirdTree"
"Stachyris grammiceps",13,"combined: BirdLife, eBird, BirdTree"
"Stachyris herberti",29,"combined: BirdLife, eBird, BirdTree"
"Stachyris humei",34.1,"combined: BirdLife, eBird, BirdTree"
"Stachyris hypogrammica",21.6,"combined: BirdLife, eBird, BirdTree"
"Stachyris latistriata",29.5,"combined: BirdLife, eBird, BirdTree"
"Stachyris leucotis",23.7,"combined: BirdLife, eBird, BirdTree"
"Stachyris maculata",29.2,"combined: BirdLife, eBird, BirdTree"
"Stachyris melanothorax",15.96,"combined: BirdLife, eBird, BirdTree"
"Stachyris nigriceps",15.8,"combined: BirdLife, eBird, BirdTree"
"Stachyris nigricollis",26.2,"combined: BirdLife, eBird, BirdTree"
"Stachyris nigrocapitata",14.1,"combined: BirdLife, eBird, BirdTree"
"Stachyris nigrorum",21.6,"combined: BirdLife, eBird, BirdTree"
"Stachyris nonggangensis",29,"combined: BirdLife, eBird, BirdTree"
"Stachyris oglei",33,"combined: BirdLife, eBird, BirdTree"
"Stachyris plateni",8.7,"combined: BirdLife, eBird, BirdTree"
"Stachyris poliocephala",23.3133333333333,"combined: BirdLife, eBird, BirdTree"
"Stachyris pygmaea",8.7,"combined: BirdLife, eBird, BirdTree"
"Stachyris pyrrhops",9.59,"combined: BirdLife, eBird, BirdTree"
"Stachyris roberti",34.1,"combined: BirdLife, eBird, BirdTree"
"Stachyris ruficeps",10.3,"combined: BirdLife, eBird, BirdTree"
"Stachyris rufifrons",10.6,"combined: BirdLife, eBird, BirdTree"
"Stachyris strialata",28,"combined: BirdLife, eBird, BirdTree"
"Stachyris striata",13.9,"combined: BirdLife, eBird, BirdTree"
"Stachyris striolata",28,"combined: BirdLife, eBird, BirdTree"
"Stachyris thoracica",12,"combined: BirdLife, eBird, BirdTree"
"Stachyris whiteheadi",21.88,"combined: BirdLife, eBird, BirdTree"
"Stactolaema anchietae",47.3,"combined: BirdLife, eBird, BirdTree"
"Stactolaema leucogrammica",54.9,"combined: BirdLife, eBird, BirdTree"
"Stactolaema leucotis",54.9,"combined: BirdLife, eBird, BirdTree"
"Stactolaema olivacea",49.4,"combined: BirdLife, eBird, BirdTree"
"Stactolaema whytii",55.6,"combined: BirdLife, eBird, BirdTree"
"Stagonopleura bella",14,"combined: BirdLife, eBird, BirdTree"
"Stagonopleura guttata",17.6,"combined: BirdLife, eBird, BirdTree"
"Stagonopleura oculata",12.9,"combined: BirdLife, eBird, BirdTree"
"Staphida castaniceps",11.8,"combined: BirdLife, eBird, BirdTree"
"Staphida everetti",12.1,"combined: BirdLife, eBird, BirdTree"
"Staphida torqueola",11.8,"combined: BirdLife, eBird, BirdTree"
"Starnoenas cyanocephala",219,"combined: BirdLife, eBird, BirdTree"
"Steatornis caripensis",408,"combined: BirdLife, eBird, BirdTree"
"Steganopus tricolor",59.39,"combined: BirdLife, eBird, BirdTree"
"Stelgidillas gracilirostris",31.22,"combined: BirdLife, eBird, BirdTree"
"Stelgidopteryx ridgwayi",15.69,"combined: BirdLife, eBird, BirdTree"
"Stelgidopteryx ruficollis",16.1,"combined: BirdLife, eBird, BirdTree"
"Stelgidopteryx serripennis",15.6933333333333,"combined: BirdLife, eBird, BirdTree"
"Stellula calliope",2.64,"combined: BirdLife, eBird, BirdTree"
"Stenostira scita",5.9,"combined: BirdLife, eBird, BirdTree"
"Stephanoaetus coronatus",3640,"combined: BirdLife, eBird, BirdTree"
"Stephanophorus diadematus",35.4,"combined: BirdLife, eBird, BirdTree"
"Stephanoxis lalandi",4,"combined: BirdLife, eBird, BirdTree"
"Stephanoxis loddigesii",4,"combined: BirdLife, eBird, BirdTree"
"Stercorarius antarcticus",1650,"combined: BirdLife, eBird, BirdTree"
"Stercorarius chilensis",1367.8,"combined: BirdLife, eBird, BirdTree"
"Stercorarius longicaudus",287.9,"combined: BirdLife, eBird, BirdTree"
"Stercorarius maccormicki",1347.1,"combined: BirdLife, eBird, BirdTree"
"Stercorarius parasiticus",444.306666666667,"combined: BirdLife, eBird, BirdTree"
"Stercorarius pomarinus",692.48,"combined: BirdLife, eBird, BirdTree"
"Stercorarius skua",1338.2,"combined: BirdLife, eBird, BirdTree"
"Sterna acuticauda",153,"combined: BirdLife, eBird, BirdTree"
"Sterna albifrons",57,"combined: BirdLife, eBird, BirdTree"
"Sterna albostriata",94.69,"combined: BirdLife, eBird, BirdTree"
"Sterna aleutica",120,"combined: BirdLife, eBird, BirdTree"
"Sterna anaethetus",119.42,"combined: BirdLife, eBird, BirdTree"
"Sterna antillarum",45.86,"combined: BirdLife, eBird, BirdTree"
"Sterna aurantia",209,"combined: BirdLife, eBird, BirdTree"
"Sterna balaenarum",60,"combined: BirdLife, eBird, BirdTree"
"Sterna bengalensis",209,"combined: BirdLife, eBird, BirdTree"
"Sterna bergii",328,"combined: BirdLife, eBird, BirdTree"
"Sterna bernsteini",284,"combined: BirdLife, eBird, BirdTree"
"Sterna caspia",655,"combined: BirdLife, eBird, BirdTree"
"Sterna dougallii",112,"combined: BirdLife, eBird, BirdTree"
"Sterna elegans",260,"combined: BirdLife, eBird, BirdTree"
"Sterna forsteri",149,"combined: BirdLife, eBird, BirdTree"
"Sterna fuscata",185.72,"combined: BirdLife, eBird, BirdTree"
"Sterna hirundinacea",188,"combined: BirdLife, eBird, BirdTree"
"Sterna hirundo",129.166666666667,"combined: BirdLife, eBird, BirdTree"
"Sterna lorata",53.8,"combined: BirdLife, eBird, BirdTree"
"Sterna lunata",120,"combined: BirdLife, eBird, BirdTree"
"Sterna maxima",415.31,"combined: BirdLife, eBird, BirdTree"
"Sterna nereis",72.3,"combined: BirdLife, eBird, BirdTree"
"Sterna nilotica",218.25,"combined: BirdLife, eBird, BirdTree"
"Sterna paradisaea",110,"combined: BirdLife, eBird, BirdTree"
"Sterna repressa",90,"combined: BirdLife, eBird, BirdTree"
"Sterna sandvicensis",199.83,"combined: BirdLife, eBird, BirdTree"
"Sterna saundersi",42.5,"combined: BirdLife, eBird, BirdTree"
"Sterna striata",129,"combined: BirdLife, eBird, BirdTree"
"Sterna sumatrana",106,"combined: BirdLife, eBird, BirdTree"
"Sterna superciliaris",46.4,"combined: BirdLife, eBird, BirdTree"
"Sterna trudeaui",153,"combined: BirdLife, eBird, BirdTree"
"Sterna virgata",126,"combined: BirdLife, eBird, BirdTree"
"Sterna vittata",139,"combined: BirdLife, eBird, BirdTree"
"Sternoclyta cyanopectus",8,"combined: BirdLife, eBird, BirdTree"
"Sternula albifrons",57,"combined: BirdLife, eBird, BirdTree"
"Sternula antillarum",45.88,"combined: BirdLife, eBird, BirdTree"
"Sternula balaenarum",60,"combined: BirdLife, eBird, BirdTree"
"Sternula lorata",53.8,"combined: BirdLife, eBird, BirdTree"
"Sternula nereis",72.3,"combined: BirdLife, eBird, BirdTree"
"Sternula saundersi",42.5,"combined: BirdLife, eBird, BirdTree"
"Sternula superciliaris",46.4,"combined: BirdLife, eBird, BirdTree"
"Sterrhoptilus capitalis",14.9,"combined: BirdLife, eBird, BirdTree"
"Sterrhoptilus dennistouni",15.7,"combined: BirdLife, eBird, BirdTree"
"Sterrhoptilus nigrocapitatus",14.1,"combined: BirdLife, eBird, BirdTree"
"Stictonetta naevosa",903.28,"combined: BirdLife, eBird, BirdTree"
"Stigmatopelia chinensis",159,"combined: BirdLife, eBird, BirdTree"
"Stigmatopelia senegalensis",82.13,"combined: BirdLife, eBird, BirdTree"
"Stigmatura bahiae",9.77,"combined: BirdLife, eBird, BirdTree"
"Stigmatura budytoides",11.0866666666667,"combined: BirdLife, eBird, BirdTree"
"Stigmatura napensis",9.78,"combined: BirdLife, eBird, BirdTree"
"Stilpnia argyrofenges",19,"combined: BirdLife, eBird, BirdTree"
"Stilpnia cayana",18,"combined: BirdLife, eBird, BirdTree"
"Stilpnia cucullata",27.9,"combined: BirdLife, eBird, BirdTree"
"Stilpnia cyanicollis",17,"combined: BirdLife, eBird, BirdTree"
"Stilpnia cyanoptera",21.5,"combined: BirdLife, eBird, BirdTree"
"Stilpnia heinei",20.2,"combined: BirdLife, eBird, BirdTree"
"Stilpnia larvata",20,"combined: BirdLife, eBird, BirdTree"
"Stilpnia meyerdeschauenseei",26,"combined: BirdLife, eBird, BirdTree"
"Stilpnia nigrocincta",17,"combined: BirdLife, eBird, BirdTree"
"Stilpnia peruviana",22.2,"combined: BirdLife, eBird, BirdTree"
"Stilpnia phillipsi",19.9,"combined: BirdLife, eBird, BirdTree"
"Stilpnia preciosa",22.8,"combined: BirdLife, eBird, BirdTree"
"Stilpnia viridicollis",21,"combined: BirdLife, eBird, BirdTree"
"Stilpnia vitriolina",23,"combined: BirdLife, eBird, BirdTree"
"Stiltia isabella",65.5,"combined: BirdLife, eBird, BirdTree"
"Stiphrornis erythrothorax",15.6,"combined: BirdLife, eBird, BirdTree"
"Stiphrornis pyrrholaemus",15.6,"combined: BirdLife, eBird, BirdTree"
"Stiphrornis xanthogaster",15.6,"combined: BirdLife, eBird, BirdTree"
"Stipiturus malachurus",7.3,"combined: BirdLife, eBird, BirdTree"
"Stipiturus mallee",5.5,"combined: BirdLife, eBird, BirdTree"
"Stipiturus ruficeps",5,"combined: BirdLife, eBird, BirdTree"
"Stizoptera bichenovii",9.6,"combined: BirdLife, eBird, BirdTree"
"Stizorhina finschi",36.99,"combined: BirdLife, eBird, BirdTree"
"Stizorhina fraseri",35.7,"combined: BirdLife, eBird, BirdTree"
"Stomiopera flava",21.4,"combined: BirdLife, eBird, BirdTree"
"Stomiopera unicolor",30.7,"combined: BirdLife, eBird, BirdTree"
"Strepera fuliginosa",375.473333333333,"combined: BirdLife, eBird, BirdTree"
"Strepera graculina",298.873333333333,"combined: BirdLife, eBird, BirdTree"
"Strepera versicolor",395.48,"combined: BirdLife, eBird, BirdTree"
"Streptocitta albertinae",248,"combined: BirdLife, eBird, BirdTree"
"Streptocitta albicollis",248,"combined: BirdLife, eBird, BirdTree"
"Streptocitta torquata",248,"combined: BirdLife, eBird, BirdTree"
"Streptopelia bitorquata",153,"combined: BirdLife, eBird, BirdTree"
"Streptopelia capicola",142,"combined: BirdLife, eBird, BirdTree"
"Streptopelia chinensis",159,"combined: BirdLife, eBird, BirdTree"
"Streptopelia decaocto",148.973333333333,"combined: BirdLife, eBird, BirdTree"
"Streptopelia decipiens",134,"combined: BirdLife, eBird, BirdTree"
"Streptopelia dusumieri",153,"combined: BirdLife, eBird, BirdTree"
"Streptopelia hypopyrrha",162,"combined: BirdLife, eBird, BirdTree"
"Streptopelia lugens",155,"combined: BirdLife, eBird, BirdTree"
"Streptopelia orientalis",232.926666666667,"combined: BirdLife, eBird, BirdTree"
"Streptopelia picturata",176.8,"combined: BirdLife, eBird, BirdTree"
"Streptopelia reichenowi",119,"combined: BirdLife, eBird, BirdTree"
"Streptopelia roseogrisea",155,"combined: BirdLife, eBird, BirdTree"
"Streptopelia semitorquata",176,"combined: BirdLife, eBird, BirdTree"
"Streptopelia senegalensis",82.1,"combined: BirdLife, eBird, BirdTree"
"Streptopelia tranquebarica",103,"combined: BirdLife, eBird, BirdTree"
"Streptopelia turtur",132,"combined: BirdLife, eBird, BirdTree"
"Streptopelia vinacea",110,"combined: BirdLife, eBird, BirdTree"
"Streptopelia xanthocycla",148.96,"combined: BirdLife, eBird, BirdTree"
"Streptoprocne biscutata",95.8066666666667,"combined: BirdLife, eBird, BirdTree"
"Streptoprocne phelpsi",21.8,"combined: BirdLife, eBird, BirdTree"
"Streptoprocne rutila",20.2,"combined: BirdLife, eBird, BirdTree"
"Streptoprocne semicollaris",175,"combined: BirdLife, eBird, BirdTree"
"Streptoprocne zonaris",86.7933333333333,"combined: BirdLife, eBird, BirdTree"
"Stresemannia bougainvillei",24.7,"combined: BirdLife, eBird, BirdTree"
"Strigops habroptila",1732.06666666667,"combined: BirdLife, eBird, BirdTree"
"Strix albitarsis",307.5,"combined: BirdLife, eBird, BirdTree"
"Strix aluco",472.473333333333,"combined: BirdLife, eBird, BirdTree"
"Strix butleri",219,"combined: BirdLife, eBird, BirdTree"
"Strix chacoensis",330,"combined: BirdLife, eBird, BirdTree"
"Strix davidi",780.6,"combined: BirdLife, eBird, BirdTree"
"Strix fulvescens",711.5,"combined: BirdLife, eBird, BirdTree"
"Strix hadorami",219,"combined: BirdLife, eBird, BirdTree"
"Strix huhula",370,"combined: BirdLife, eBird, BirdTree"
"Strix hylophila",345.386666666667,"combined: BirdLife, eBird, BirdTree"
"Strix leptogrammica",970,"combined: BirdLife, eBird, BirdTree"
"Strix mauritanica",472.5,"combined: BirdLife, eBird, BirdTree"
"Strix nebulosa",1061.89333333333,"combined: BirdLife, eBird, BirdTree"
"Strix nigrolineata",457.89,"combined: BirdLife, eBird, BirdTree"
"Strix nivicolum",472.48,"combined: BirdLife, eBird, BirdTree"
"Strix occidentalis",586.38,"combined: BirdLife, eBird, BirdTree"
"Strix ocellata",1011,"combined: BirdLife, eBird, BirdTree"
"Strix rufipes",380,"combined: BirdLife, eBird, BirdTree"
"Strix sartorii",711.5,"combined: BirdLife, eBird, BirdTree"
"Strix seloputo",1011,"combined: BirdLife, eBird, BirdTree"
"Strix uralensis",780.573333333333,"combined: BirdLife, eBird, BirdTree"
"Strix varia",711.493333333333,"combined: BirdLife, eBird, BirdTree"
"Strix virgata",283.97,"combined: BirdLife, eBird, BirdTree"
"Strix woodfordii",350,"combined: BirdLife, eBird, BirdTree"
"Strophocincla cachinnans",40.3,"combined: BirdLife, eBird, BirdTree"
"Strophocincla fairbanki",45.5,"combined: BirdLife, eBird, BirdTree"
"Struthidea cinerea",132,"combined: BirdLife, eBird, BirdTree"
"Struthio camelus",111000,"combined: BirdLife, eBird, BirdTree"
"Struthio molybdophanes",111000,"combined: BirdLife, eBird, BirdTree"
"Sturnella bellicosa",58,"combined: BirdLife, eBird, BirdTree"
"Sturnella defilippii",48.01,"combined: BirdLife, eBird, BirdTree"
"Sturnella loyca",113,"combined: BirdLife, eBird, BirdTree"
"Sturnella magna",91.7733333333333,"combined: BirdLife, eBird, BirdTree"
"Sturnella militaris",48.01,"combined: BirdLife, eBird, BirdTree"
"Sturnella neglecta",100.073333333333,"combined: BirdLife, eBird, BirdTree"
"Sturnella superciliaris",45.32,"combined: BirdLife, eBird, BirdTree"
"Sturnia blythii",39.6,"combined: BirdLife, eBird, BirdTree"
"Sturnia erythropygia",39.6,"combined: BirdLife, eBird, BirdTree"
"Sturnia malabarica",39.6,"combined: BirdLife, eBird, BirdTree"
"Sturnia pagodarum",48.9,"combined: BirdLife, eBird, BirdTree"
"Sturnia sinensis",61,"combined: BirdLife, eBird, BirdTree"
"Sturnornis albofrontatus",39.6,"combined: BirdLife, eBird, BirdTree"
"Sturnus albofrontatus",39.6,"combined: BirdLife, eBird, BirdTree"
"Sturnus burmannicus",89,"combined: BirdLife, eBird, BirdTree"
"Sturnus cineraceus",83,"combined: BirdLife, eBird, BirdTree"
"Sturnus contra",83.99,"combined: BirdLife, eBird, BirdTree"
"Sturnus erythropygius",39.6,"combined: BirdLife, eBird, BirdTree"
"Sturnus malabaricus",39.6,"combined: BirdLife, eBird, BirdTree"
"Sturnus melanopterus",89,"combined: BirdLife, eBird, BirdTree"
"Sturnus nigricollis",156.92,"combined: BirdLife, eBird, BirdTree"
"Sturnus pagodarum",48.9,"combined: BirdLife, eBird, BirdTree"
"Sturnus philippensis",28.8,"combined: BirdLife, eBird, BirdTree"
"Sturnus roseus",72.97,"combined: BirdLife, eBird, BirdTree"
"Sturnus sericeus",65,"combined: BirdLife, eBird, BirdTree"
"Sturnus sinensis",61,"combined: BirdLife, eBird, BirdTree"
"Sturnus sturninus",49.4,"combined: BirdLife, eBird, BirdTree"
"Sturnus unicolor",83.6733333333333,"combined: BirdLife, eBird, BirdTree"
"Sturnus vulgaris",77.1266666666667,"combined: BirdLife, eBird, BirdTree"
"Stymphalornis acutirostris",10,"combined: BirdLife, eBird, BirdTree"
"Sublegatus arenarum",12.3,"combined: BirdLife, eBird, BirdTree"
"Sublegatus modestus",14,"combined: BirdLife, eBird, BirdTree"
"Sublegatus obscurior",16,"combined: BirdLife, eBird, BirdTree"
"Sugomel nigrum",9.9,"combined: BirdLife, eBird, BirdTree"
"Suiriri islerorum",22.8,"combined: BirdLife, eBird, BirdTree"
"Suiriri suiriri",14.52,"combined: BirdLife, eBird, BirdTree"
"Sula dactylatra",1732.08666666667,"combined: BirdLife, eBird, BirdTree"
"Sula granti",1732.08666666667,"combined: BirdLife, eBird, BirdTree"
"Sula leucogaster",1288.81333333333,"combined: BirdLife, eBird, BirdTree"
"Sula nebouxii",1520.09333333333,"combined: BirdLife, eBird, BirdTree"
"Sula sula",1031.1,"combined: BirdLife, eBird, BirdTree"
"Sula variegata",1432.48666666667,"combined: BirdLife, eBird, BirdTree"
"Surnia ulula",319.9,"combined: BirdLife, eBird, BirdTree"
"Surniculus dicruroides",29.7,"combined: BirdLife, eBird, BirdTree"
"Surniculus lugubris",29.7,"combined: BirdLife, eBird, BirdTree"
"Surniculus musschenbroeki",29.7,"combined: BirdLife, eBird, BirdTree"
"Surniculus velutinus",35.6066666666667,"combined: BirdLife, eBird, BirdTree"
"Suthora fulvifrons",6.4,"combined: BirdLife, eBird, BirdTree"
"Suthora nipalensis",5.485,"combined: BirdLife, eBird, BirdTree"
"Suthora verreauxi",6,"combined: BirdLife, eBird, BirdTree"
"Swynnertonia swynnertoni",16.0266666666667,"combined: BirdLife, eBird, BirdTree"
"Sylvia abyssinica",18.8,"combined: BirdLife, eBird, BirdTree"
"Sylvia althaea",14.9,"combined: BirdLife, eBird, BirdTree"
"Sylvia atricapilla",16.7,"combined: BirdLife, eBird, BirdTree"
"Sylvia atriceps",18.8,"combined: BirdLife, eBird, BirdTree"
"Sylvia balearica",9.8,"combined: BirdLife, eBird, BirdTree"
"Sylvia boehmi",14,"combined: BirdLife, eBird, BirdTree"
"Sylvia borin",18.2,"combined: BirdLife, eBird, BirdTree"
"Sylvia buryi",22,"combined: BirdLife, eBird, BirdTree"
"Sylvia cantillans",9.6,"combined: BirdLife, eBird, BirdTree"
"Sylvia communis",15.1,"combined: BirdLife, eBird, BirdTree"
"Sylvia conspicillata",9,"combined: BirdLife, eBird, BirdTree"
"Sylvia crassirostris",23,"combined: BirdLife, eBird, BirdTree"
"Sylvia curruca",11.44,"combined: BirdLife, eBird, BirdTree"
"Sylvia deserti",8.7,"combined: BirdLife, eBird, BirdTree"
"Sylvia deserticola",8.58,"combined: BirdLife, eBird, BirdTree"
"Sylvia dohrni",19.315,"combined: BirdLife, eBird, BirdTree"
"Sylvia galinieri",21.5,"combined: BirdLife, eBird, BirdTree"
"Sylvia hortensis",21.9,"combined: BirdLife, eBird, BirdTree"
"Sylvia layardi",14.3,"combined: BirdLife, eBird, BirdTree"
"Sylvia leucomelaena",13.9,"combined: BirdLife, eBird, BirdTree"
"Sylvia lugens",14.9,"combined: BirdLife, eBird, BirdTree"
"Sylvia melanocephala",11.7,"combined: BirdLife, eBird, BirdTree"
"Sylvia melanothorax",11.4,"combined: BirdLife, eBird, BirdTree"
"Sylvia minula",11.4,"combined: BirdLife, eBird, BirdTree"
"Sylvia mystacea",9.9,"combined: BirdLife, eBird, BirdTree"
"Sylvia nana",8.7,"combined: BirdLife, eBird, BirdTree"
"Sylvia nigricapillus",29.62,"combined: BirdLife, eBird, BirdTree"
"Sylvia nisoria",22.5,"combined: BirdLife, eBird, BirdTree"
"Sylvia rueppelli",12.84,"combined: BirdLife, eBird, BirdTree"
"Sylvia ruppeli",12.84,"combined: BirdLife, eBird, BirdTree"
"Sylvia sarda",9.8,"combined: BirdLife, eBird, BirdTree"
"Sylvia subalpina",9.6,"combined: BirdLife, eBird, BirdTree"
"Sylvia subcaerulea",14.6,"combined: BirdLife, eBird, BirdTree"
"Sylvia subcoerulea",14.6,"combined: BirdLife, eBird, BirdTree"
"Sylvia undata",10.8,"combined: BirdLife, eBird, BirdTree"
"Sylvietta brachyura",8.1,"combined: BirdLife, eBird, BirdTree"
"Sylvietta chapini",11.34,"combined: BirdLife, eBird, BirdTree"
"Sylvietta denti",8.4,"combined: BirdLife, eBird, BirdTree"
"Sylvietta isabellina",10,"combined: BirdLife, eBird, BirdTree"
"Sylvietta leucophrys",11.3266666666667,"combined: BirdLife, eBird, BirdTree"
"Sylvietta leucopsis",8.1,"combined: BirdLife, eBird, BirdTree"
"Sylvietta philippae",8.6,"combined: BirdLife, eBird, BirdTree"
"Sylvietta rufescens",11.6,"combined: BirdLife, eBird, BirdTree"
"Sylvietta ruficapilla",11.1,"combined: BirdLife, eBird, BirdTree"
"Sylvietta virens",8.4,"combined: BirdLife, eBird, BirdTree"
"Sylvietta whytii",9.9,"combined: BirdLife, eBird, BirdTree"
"Sylviorthorhynchus desmurii",10.9,"combined: BirdLife, eBird, BirdTree"
"Sylviorthorhynchus desmursii",10.9,"combined: BirdLife, eBird, BirdTree"
"Sylviorthorhynchus yanacensis",8.8,"combined: BirdLife, eBird, BirdTree"
"Sylviparus modestus",7.12666666666667,"combined: BirdLife, eBird, BirdTree"
"Syma megarhyncha",56,"combined: BirdLife, eBird, BirdTree"
"Syma torotoro",37.7,"combined: BirdLife, eBird, BirdTree"
"Symposiachrus ateralbus",21.7,"combined: BirdLife, eBird, BirdTree"
"Symposiachrus axillaris",15.6,"combined: BirdLife, eBird, BirdTree"
